Region,PA,N,Month,Season,Year,ID,Act_score,Impact_sco,ImpactS_t1,ImpactS_t2,ImpactS_t3,ImpactS_t4,ImpactS_t5,Area,PercentBLW,Fal,Roe,Red,CWD,Mun,Sik,FCNE
East of England,Suffolk,1,11,Autumn,2018,1154,5,5,NA,NA,NA,NA,NA,17.71244992,0.93,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,1154,5,5,NA,NA,NA,NA,NA,17.71244992,0.93,1,1,1,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2017,897,1,1,5,5,NA,NA,NA,17.87182685,0.93,1,1,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2018,897,5,5,5,NA,NA,NA,NA,17.87182685,0.93,1,0,0,0,1,0,1
East Midlands,East Midlands,1,4,Spring,2019,897,5,5,NA,NA,NA,NA,NA,17.87182685,0.93,1,0,0,0,1,0,1
East of England,NA,1,3,Spring,2016,7001,4,4,NA,NA,NA,NA,NA,17.97268066,0.96,1,1,1,1,1,0,0
Wales,NA,1,3,Spring,2015,7349,5,3,NA,NA,NA,NA,NA,18.02288617,0.17,1,1,0,0,1,0,0
Yorkshire and The Humber,NA,1,3,Spring,2015,7436,5,NA,0,NA,NA,NA,NA,18.06291674,0.00,0,1,0,0,0,0,0
Yorkshire and The Humber,NA,1,3,Spring,2016,7436,0,0,NA,NA,NA,NA,NA,18.06291674,0.00,0,1,0,0,0,0,0
North West,Cumbria,1,5,Spring,2016,2559,1,1,1,1,3,NA,NA,18.11540042,0.98,1,1,1,0,0,1,1
North West,Cumbria,1,5,Spring,2017,2559,1,1,1,3,NA,NA,NA,18.11540042,0.98,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2559,1,1,3,NA,NA,NA,NA,18.11540042,0.98,0,1,0,0,0,0,1
North West,Cumbria,1,3,Spring,2019,2559,3,3,NA,NA,NA,NA,NA,18.11540042,0.98,1,1,1,0,0,1,1
North West,Cumbria,1,6,Spring,2017,2575,3,1,1,1,NA,NA,NA,18.1745131,0.86,0,0,1,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2575,3,1,1,NA,NA,NA,NA,18.1745131,0.86,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2575,5,1,NA,NA,NA,NA,NA,18.1745131,0.86,0,1,1,0,0,0,1
East of England,NA,1,3,Spring,2012,7052,3,5,1,NA,NA,NA,NA,18.2016496,0.72,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2013,7052,3,1,NA,NA,NA,NA,NA,18.2016496,0.72,1,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7183,1,3,NA,NA,NA,NA,NA,18.23293689,0.99,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2011,7058,3,3,5,5,3,NA,NA,18.34342206,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2012,7058,1,5,5,3,NA,NA,NA,18.34342206,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7058,3,5,3,NA,NA,NA,NA,18.34342206,0.96,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7058,1,3,NA,NA,NA,NA,NA,18.34342206,0.96,1,1,1,1,1,0,0
North West,Cumbria,1,9,Autumn,2013,2519,3,4,NA,NA,NA,NA,NA,18.34407408,0.90,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2519,3,5,NA,NA,NA,1,1,18.34407408,0.90,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2519,1,1,1,1,NA,NA,NA,18.34407408,0.90,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2519,1,1,1,NA,NA,NA,NA,18.34407408,0.90,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2519,1,1,NA,NA,NA,NA,NA,18.34407408,0.90,0,1,1,0,0,1,1
Wales,NA,1,3,Spring,2015,7276,1,1,NA,NA,NA,NA,NA,18.36779694,0.09,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2010,7164,5,3,5,3,5,3,5,18.43762319,0.40,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2011,7164,1,5,3,5,3,5,NA,18.43762319,0.40,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2012,7164,3,3,5,3,5,NA,NA,18.43762319,0.40,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7164,1,5,3,5,NA,NA,NA,18.43762319,0.40,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7164,1,3,5,NA,NA,NA,NA,18.43762319,0.40,1,1,1,1,1,0,0
East of England,NA,1,3,Spring,2015,7164,1,5,NA,NA,NA,NA,NA,18.43762319,0.40,1,1,1,1,1,0,0
South East,NA,1,3,Spring,2015,7570,5,5,NA,NA,NA,NA,NA,18.46097242,0.33,1,1,0,0,1,0,0
East Midlands,East Midlands,1,4,Spring,2018,925,5,5,4,NA,NA,NA,NA,18.51937028,0.92,1,0,0,0,1,0,1
East Midlands,East Midlands,1,5,Spring,2019,925,4,4,NA,NA,NA,NA,NA,18.51937028,0.92,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,1123,0,3,3,3,3,5,3,18.6259372,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2010,1123,0,3,3,3,5,3,NA,18.6259372,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,1123,0,3,3,5,3,NA,NA,18.6259372,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1123,0,3,5,3,NA,NA,NA,18.6259372,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1123,3,5,3,NA,NA,NA,2,18.6259372,0.98,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1123,3,3,NA,NA,NA,2,3,18.6259372,0.98,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2015,1123,3,NA,NA,NA,2,3,NA,18.6259372,0.98,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2018,1123,2,2,3,NA,NA,NA,NA,18.6259372,0.98,0,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1123,2,3,NA,NA,NA,NA,NA,18.6259372,0.98,0,1,0,0,1,0,1
Yorkshire and The Humber,NA,1,3,Spring,2016,7287,0,0,NA,NA,NA,NA,NA,18.63861715,0.93,0,1,0,0,0,0,0
East of England,NA,1,3,Spring,2014,7343,2,1,NA,NA,NA,NA,NA,18.68243995,0.00,1,1,1,0,1,0,0
Yorkshire and The Humber,NA,1,3,Spring,2016,7285,1,1,NA,NA,NA,NA,NA,18.85700544,0.97,0,1,0,0,0,0,0
North West,Cumbria,1,5,Spring,2017,2533,2,2,2,NA,NA,NA,NA,19.0502472,0.88,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2018,2533,2,2,NA,NA,NA,NA,NA,19.0502472,0.88,0,1,1,0,0,0,1
East of England,NA,1,3,Spring,2015,7453,3,3,NA,NA,NA,NA,NA,19.05634191,0.98,1,0,0,0,1,0,0
North West,Cumbria,1,9,Autumn,2013,2506,3,4,NA,NA,NA,NA,NA,19.09595908,0.10,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2013,2506,3,5,NA,NA,NA,1,1,19.09595908,0.10,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2506,1,1,1,1,NA,NA,NA,19.09595908,0.10,0,1,0,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2506,1,1,1,NA,NA,NA,NA,19.09595908,0.10,0,1,0,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2506,1,1,NA,NA,NA,NA,NA,19.09595908,0.10,0,1,1,0,0,1,1
East Midlands,East Midlands,1,4,Spring,2018,2721,3,3,4,NA,NA,NA,NA,19.20881613,2.56,1,0,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2019,2721,3,4,NA,NA,NA,NA,NA,19.20881613,2.56,1,0,0,0,1,0,1
East of England,NA,1,3,Spring,2014,7435,1,1,NA,NA,NA,NA,NA,19.30397073,0.99,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7639,5,5,NA,NA,NA,NA,NA,19.30777159,0.99,1,1,1,0,1,0,0
East of England,Suffolk,1,2,Autumn,2019,1130,3,4,NA,NA,NA,NA,NA,19.31675877,0.99,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1130,3,3,NA,5,4,NA,NA,19.31675877,0.99,1,1,1,1,1,0,1
East of England,Suffolk,1,3,Spring,2017,1130,5,5,4,NA,NA,NA,NA,19.31675877,0.99,0,1,1,0,1,0,1
East of England,Suffolk,1,4,Spring,2018,1130,5,4,NA,NA,NA,NA,NA,19.31675877,0.99,0,1,1,0,1,0,1
South East,NA,1,3,Spring,2015,7571,2,2,NA,NA,NA,NA,NA,19.41979528,0.90,1,1,1,0,1,1,0
East of England,NA,1,3,Spring,2013,7275,3,5,3,NA,NA,NA,NA,19.44488162,0.99,0,1,1,1,1,0,0
East of England,NA,1,3,Spring,2014,7275,3,3,NA,NA,NA,NA,NA,19.44488162,0.99,0,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7235,1,1,NA,NA,NA,NA,NA,19.45883328,0.98,1,1,1,1,1,0,0
West Midlands,West Midlands,1,5,Spring,2018,2854,1,1,1,NA,NA,NA,NA,19.46766674,0.88,1,1,0,0,1,0,1
West Midlands,West Midlands,1,4,Spring,2019,2854,1,1,NA,NA,NA,NA,NA,19.46766674,0.88,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2015,7603,5,5,NA,NA,NA,NA,NA,19.49143437,0.70,1,1,0,0,1,1,0
North West,Cumbria,1,9,Autumn,2016,2483,4,4,NA,NA,NA,NA,NA,19.56270351,0.77,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2017,2483,1,1,1,1,NA,NA,NA,19.56270351,0.77,0,1,1,0,0,0,1
North West,Cumbria,1,6,Spring,2018,2483,1,1,1,NA,NA,NA,NA,19.56270351,0.77,0,1,1,0,0,0,1
North West,Cumbria,1,3,Spring,2019,2483,1,1,NA,NA,NA,NA,NA,19.56270351,0.77,0,1,1,0,0,0,1
North East,NA,1,3,Spring,2015,4413,1,1,NA,NA,NA,NA,NA,19.57885303,0.96,0,1,0,0,0,0,0
East of England,Suffolk,1,12,Autumn,2017,2039,5,5,NA,NA,NA,NA,NA,19.82935498,0.67,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,2039,3,3,NA,NA,NA,NA,NA,19.82935498,0.67,1,1,1,1,1,0,1
East of England,NA,1,3,Spring,2014,7269,3,3,NA,NA,NA,NA,NA,20.040839,0.93,1,1,1,0,1,0,0
East Midlands,East Midlands,1,5,Spring,2019,931,5,5,NA,NA,NA,NA,NA,20.07548624,0.99,1,0,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2015,1138,1,1,2,NA,NA,NA,NA,20.13961446,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,1138,2,2,NA,NA,NA,NA,NA,20.13961446,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1138,1,1,1,3,NA,NA,NA,20.13961446,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,1138,1,1,3,NA,NA,NA,NA,20.13961446,0.99,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,1138,3,3,NA,NA,NA,NA,NA,20.13961446,0.99,1,1,0,0,1,0,1
Wales,NA,1,9,Autumn,2014,7474,3,1,NA,NA,NA,NA,NA,20.26222284,0.16,1,1,1,0,1,0,0
Wales,NA,1,3,Spring,2015,7474,3,1,NA,NA,NA,NA,NA,20.26222284,0.16,1,1,1,0,1,0,0
South West,NA,1,9,Spring,2018,3060,2,2,NA,NA,NA,NA,NA,20.3657646,0.95,0,1,0,0,1,0,0
East Midlands,East Midlands,1,12,Autumn,2017,909,3,3,NA,NA,NA,NA,NA,20.62544504,0.99,1,0,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2017,909,3,3,NA,3,NA,NA,NA,20.62544504,0.99,1,1,0,0,1,1,1
East Midlands,East Midlands,1,4,Spring,2019,909,3,3,NA,NA,NA,NA,NA,20.62544504,0.99,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1168,3,3,NA,NA,2,1,NA,20.75283727,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2018,1168,1,2,1,NA,NA,NA,NA,20.75283727,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1168,1,1,NA,NA,NA,NA,NA,20.75283727,0.98,0,0,0,0,1,0,1
Wales,NA,1,3,Spring,2015,7104,5,5,NA,NA,NA,NA,NA,20.78229911,0.76,1,1,0,0,0,0,0
South West,NA,1,8,Spring,2018,3064,2,2,NA,NA,NA,NA,NA,20.92878544,0.55,0,1,0,0,1,0,0
East of England,NA,1,9,Autumn,2016,7433,0,5,NA,NA,NA,NA,NA,20.96976465,0.97,0,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,7418,1,3,NA,NA,NA,NA,NA,20.99144314,0.83,1,0,1,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1158,5,5,5,5,NA,NA,NA,20.99797886,0.88,1,1,1,0,1,0,1
East of England,Suffolk,1,12,Autumn,2017,1158,5,5,5,NA,NA,NA,NA,20.99797886,0.88,1,0,0,0,1,0,1
East of England,Suffolk,1,11,Autumn,2018,1158,5,5,NA,NA,NA,NA,NA,20.99797886,0.88,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1158,4,4,NA,NA,NA,NA,NA,20.99797886,0.88,1,1,1,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2015,2629,3,3,3,5,5,NA,NA,21.015389,0.90,1,1,0,0,1,0,1
West Midlands,West Midlands,1,4,Spring,2016,2629,3,3,5,5,NA,NA,NA,21.015389,0.90,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2017,2629,3,5,5,NA,NA,NA,NA,21.015389,0.90,1,0,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2018,2629,5,5,NA,NA,NA,NA,NA,21.015389,0.90,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2015,7604,5,5,NA,NA,NA,NA,NA,21.06091155,1.15,1,1,0,0,1,1,0
East of England,NA,1,9,Autumn,2016,7423,2,3,NA,NA,NA,NA,NA,21.07905436,0.72,1,1,1,1,1,0,0
North West,Cumbria,1,3,Spring,2015,2522,3,3,NA,NA,NA,NA,NA,21.19934082,0.97,1,1,1,0,0,1,1
West Midlands,NA,1,6,Spring,2018,4158,1,1,NA,NA,NA,NA,NA,21.24820088,0.99,0,1,0,0,0,0,0
East of England,NA,1,3,Spring,2015,7605,5,5,NA,NA,NA,NA,NA,21.54687765,0.99,1,1,0,0,1,1,0
East Midlands,East Midlands,1,4,Spring,2018,924,4,5,4,NA,NA,NA,NA,21.75317854,0.94,1,0,0,0,1,0,1
East Midlands,East Midlands,1,5,Spring,2019,924,3,4,NA,NA,NA,NA,NA,21.75317854,0.94,1,0,0,0,1,0,1
South West,NA,1,12,Autumn,2018,3067,3,3,NA,NA,NA,NA,NA,21.76847906,0.99,0,1,0,0,1,0,0
East Midlands,East Midlands,1,3,Spring,2015,945,1,1,NA,NA,NA,NA,NA,21.78788628,0.95,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2017,886,4,4,NA,NA,NA,NA,NA,21.87567158,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,886,5,3,NA,5,5,1,3,21.87567158,0.98,0,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,886,5,5,5,1,3,3,NA,21.87567158,0.98,0,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,886,5,5,1,3,3,NA,4,21.87567158,0.98,0,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,886,5,1,3,3,NA,4,5,21.87567158,0.98,0,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,886,5,3,3,NA,4,5,4,21.87567158,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,886,3,3,NA,4,5,4,NA,21.87567158,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,886,5,4,5,4,NA,NA,NA,21.87567158,0.98,1,1,0,0,1,0,1
East of England,Suffolk,1,2,Spring,2018,886,5,5,4,NA,NA,NA,NA,21.87567158,0.98,1,0,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,886,3,4,NA,NA,NA,NA,NA,21.87567158,0.98,1,0,0,0,1,0,1
North West,Cumbria,1,6,Spring,2017,2584,1,1,1,3,NA,NA,NA,22.03433625,0.95,0,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2584,1,1,3,NA,NA,NA,NA,22.03433625,0.95,0,1,1,0,0,0,1
North West,Cumbria,1,4,Spring,2019,2584,1,3,NA,NA,NA,NA,NA,22.03433625,0.95,0,1,1,0,0,1,1
West Midlands,West Midlands,1,3,Spring,2016,2623,5,5,5,5,5,NA,NA,22.08495057,1.10,1,1,0,0,1,0,1
West Midlands,West Midlands,1,3,Spring,2017,2623,4,5,5,5,NA,NA,NA,22.08495057,1.10,1,1,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2018,2623,4,5,5,NA,NA,NA,NA,22.08495057,1.10,1,0,0,0,0,0,1
West Midlands,West Midlands,1,5,Spring,2019,2623,5,5,NA,NA,NA,NA,NA,22.08495057,1.10,1,1,0,0,1,0,1
South West,NA,1,5,Spring,2018,7645,1,1,NA,NA,NA,NA,NA,22.14396206,0.96,0,0,0,0,1,0,0
East Midlands,East Midlands,1,3,Spring,2015,839,2,2,2,NA,5,3,NA,22.21173622,0.98,1,1,0,0,1,1,1
East Midlands,East Midlands,1,3,Spring,2016,839,3,2,NA,5,3,NA,NA,22.21173622,0.98,1,1,0,0,1,1,1
East Midlands,East Midlands,1,4,Spring,2018,839,5,5,3,NA,NA,NA,NA,22.21173622,0.98,1,0,0,0,1,0,1
East Midlands,East Midlands,1,3,Spring,2019,839,2,3,NA,NA,NA,NA,NA,22.21173622,0.98,1,0,0,0,1,0,1
North West,Cumbria,1,4,Spring,2019,2541,2,2,NA,NA,NA,NA,NA,22.24436885,0.80,0,1,0,0,0,0,1
East of England,NA,1,9,Autumn,2015,7448,2,3,NA,NA,NA,NA,NA,22.2816722,0.61,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7448,2,3,NA,NA,NA,NA,NA,22.2816722,0.61,1,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,2444,3,3,NA,NA,NA,NA,NA,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2009,2444,3,1,NA,1,3,3,1,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2011,2444,3,1,3,3,1,3,NA,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,2444,3,3,3,1,3,NA,NA,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,2444,3,3,1,3,NA,NA,NA,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,2444,3,1,3,NA,NA,NA,NA,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,2444,0,3,NA,NA,NA,NA,NA,22.30103762,0.97,0,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2016,2444,5,NA,NA,NA,NA,NA,NA,22.30103762,0.97,0,1,1,0,1,0,1
South East,Oxford,1,4,Spring,2018,2709,3,3,2,NA,NA,NA,NA,22.31191348,0.86,1,1,0,0,1,0,1
South East,Oxford,1,4,Spring,2019,2709,2,2,NA,NA,NA,NA,NA,22.31191348,0.86,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7175,3,5,NA,NA,NA,NA,NA,22.38879189,0.97,1,1,1,1,1,0,0
East of England,Suffolk,1,9,Autumn,2016,535,5,4,NA,NA,NA,NA,NA,22.47538778,1.00,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7358,1,1,NA,NA,NA,NA,NA,22.47743397,0.96,0,1,0,0,1,0,0
South East,Oxford,1,4,Spring,2019,3328,1,3,NA,NA,NA,NA,NA,22.56010563,0.98,1,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7409,3,3,NA,NA,NA,NA,NA,22.56283689,1.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7409,5,5,5,NA,NA,NA,NA,22.56283689,1.00,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7409,5,5,NA,NA,NA,NA,NA,22.56283689,1.00,1,1,1,0,1,0,0
Yorkshire and The Humber,NA,1,3,Spring,2015,2781,3,3,NA,NA,5,NA,NA,22.59794159,0.81,1,1,1,0,0,0,0
Yorkshire and The Humber,NA,1,5,Spring,2018,2781,5,5,NA,NA,NA,NA,NA,22.59794159,0.81,0,1,0,0,0,0,0
East of England,NA,1,3,Spring,2014,7142,5,3,NA,NA,NA,NA,NA,22.65402612,0.72,1,1,1,0,1,0,0
North West,Cumbria,1,4,Spring,2017,2486,3,3,3,3,NA,NA,NA,22.70031875,1.02,1,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2018,2486,3,3,3,NA,NA,NA,NA,22.70031875,1.02,1,1,1,0,0,0,1
North West,Cumbria,1,5,Spring,2019,2486,3,3,NA,NA,NA,NA,NA,22.70031875,1.02,1,1,1,0,0,1,1
East of England,NA,1,9,Autumn,2016,7053,1,1,NA,NA,NA,NA,NA,22.70833842,0.99,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7385,3,3,NA,NA,NA,NA,NA,22.81164893,0.40,1,1,1,1,1,0,0
East of England,NA,1,9,Autumn,2016,7169,2,2,NA,NA,NA,NA,NA,22.81357995,0.97,1,1,1,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,536,5,4,NA,NA,NA,NA,NA,22.89816999,0.98,1,1,1,0,1,0,1
East of England,NA,1,3,Spring,2015,7398,1,1,NA,NA,NA,NA,NA,23.07766708,0.59,1,1,1,0,1,0,0
East of England,NA,1,6,Spring,2018,7398,2,NA,NA,NA,NA,NA,NA,23.07766708,0.59,0,1,0,0,1,0,0
East of England,Suffolk,1,3,Spring,2019,1135,3,3,NA,NA,NA,NA,NA,23.08752515,0.94,0,1,0,0,1,0,1
South East,NA,1,3,Spring,2015,7572,4,3,NA,NA,NA,NA,NA,23.14038775,0.94,1,1,0,0,1,0,0
West Midlands,West Midlands,1,4,Spring,2018,2770,3,3,1,NA,NA,NA,NA,23.22303253,0.73,1,1,0,0,1,0,1
West Midlands,West Midlands,1,5,Spring,2019,2770,1,1,NA,NA,NA,NA,NA,23.22303253,0.73,1,1,0,0,1,0,1
East of England,East Midlands,1,1,Autumn,2018,2428,1,1,NA,NA,NA,NA,NA,23.29710992,1.00,0,1,0,0,1,0,1
East of England,East Midlands,1,4,Spring,2016,2428,1,3,NA,NA,NA,NA,NA,23.29710992,0.00,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,1120,3,2,NA,NA,NA,NA,NA,23.3014246,0.97,1,1,0,0,1,0,1
East of England,Suffolk,1,3,Spring,2007,1120,2,2,2,NA,NA,NA,NA,23.3014246,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2008,1120,2,2,NA,NA,NA,NA,NA,23.3014246,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1120,4,4,NA,NA,NA,NA,NA,23.3014246,0.97,1,1,0,0,1,0,1
South East,Oxford,1,5,Spring,2018,2796,1,2,NA,NA,NA,NA,NA,23.3327125,0.63,1,1,0,0,1,0,1
East of England,Suffolk,1,9,Autumn,2013,533,1,1,NA,NA,3,NA,NA,23.37553621,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,9,Autumn,2016,533,2,3,NA,NA,NA,NA,NA,23.37553621,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,533,3,3,NA,NA,NA,NA,NA,23.37553621,0.97,1,1,1,0,1,0,1
Wales,NA,1,3,Spring,2015,7197,1,1,NA,NA,NA,NA,NA,23.50160081,0.99,1,1,0,1,1,0,0
East of England,NA,1,3,Spring,2016,7133,1,1,NA,NA,NA,NA,NA,23.54185502,0.12,0,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1137,2,2,NA,NA,NA,NA,NA,23.74551261,1.84,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1137,4,4,NA,NA,NA,4,NA,23.74551261,1.84,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1137,4,4,NA,NA,NA,NA,NA,23.74551261,1.84,0,1,0,0,1,0,1
East of England,NA,1,9,Autumn,2016,7253,0,2,NA,NA,NA,NA,NA,23.85085455,0.98,0,1,0,0,1,0,0
East of England,NA,1,3,Spring,2015,7438,1,1,NA,NA,1,NA,NA,23.87028571,0.63,1,1,1,0,1,0,0
East of England,NA,1,7,Spring,2018,7438,1,1,NA,NA,NA,NA,NA,23.87028571,0.63,0,1,0,0,1,0,0
East of England,Suffolk,1,9,Autumn,2016,1155,5,5,NA,NA,NA,NA,NA,23.89257946,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2012,1155,5,5,3,5,5,NA,5,23.89257946,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2013,1155,5,3,5,5,NA,5,NA,23.89257946,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2014,1155,5,5,5,NA,5,NA,5,23.89257946,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2015,1155,5,5,NA,5,NA,5,NA,23.89257946,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2017,1155,5,5,NA,5,NA,NA,NA,23.89257946,0.97,1,1,1,0,1,0,1
East of England,Suffolk,1,3,Spring,2019,1155,5,5,NA,NA,NA,NA,NA,23.89257946,0.97,1,1,0,0,1,0,1
East of England,NA,1,3,Spring,2014,7470,2,2,3,1,NA,2,NA,23.93146877,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2015,7470,3,3,1,NA,2,NA,NA,23.93146877,0.98,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2016,7470,3,1,NA,2,NA,NA,NA,23.93146877,0.98,1,1,1,0,1,0,0
East of England,NA,1,5,Spring,2018,7470,2,2,NA,NA,NA,NA,NA,23.93146877,0.98,1,1,0,0,1,0,0
Wales,NA,1,9,Autumn,2014,7116,0,1,NA,NA,NA,NA,NA,24.02969843,0.98,1,1,1,0,1,0,0
Wales,NA,1,3,Spring,2015,7116,0,1,NA,NA,NA,NA,NA,24.02969843,0.98,1,1,1,0,1,0,0
East of England,NA,1,9,Autumn,2016,7447,3,4,NA,NA,NA,NA,NA,24.099687,0.98,1,1,1,1,1,0,0
South West,NA,1,9,Autumn,2018,3063,3,3,NA,NA,NA,NA,NA,24.32961959,1.00,1,1,0,0,1,0,0
East of England,NA,1,3,Spring,2011,7082,3,5,3,3,5,NA,NA,24.56987352,0.94,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2012,7082,3,3,3,5,NA,NA,NA,24.56987352,0.94,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2013,7082,3,3,5,NA,NA,NA,NA,24.56987352,0.94,1,1,1,0,1,0,0
East of England,NA,1,3,Spring,2014,7082,1,5,NA,NA,NA,NA,NA,24.56987352,0.94,1,1,1,0,1,0,0
